Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
18 FEB 2026,18 FEB 2026,POS PURCHASE POS INOX MUMBAI 000482,200000482,1299.00,,-512315.00
18 FEB 2026,18 FEB 2026,POS PURCHASE POS KFC MUMBAI 000483,200000483,349.00,,-512664.00
18 FEB 2026,18 FEB 2026,UPI/776655443322/AMAZON PAY/amazonpay@icici/Prime,200000484,299.00,,-512963.00
18 FEB 2026,18 FEB 2026,UPI/200000485/RAPIDO/rapido@ibl/Ride,200000485,149.00,,-513112.00
19 FEB 2026,19 FEB 2026,BBPS/MOBILE/JIO PREPAID/REF000486,200000486,349.00,,-513461.00
19 FEB 2026,19 FEB 2026,POS PURCHASE POS KFC MUMBAI 000487,200000487,1299.00,,-514760.00
19 FEB 2026,19 FEB 2026,UPI/200000488/MERCHANT/merch@ybl/Payment,200000488,299.00,,-515059.00
19 FEB 2026,19 FEB 2026,UPI/200000489/UBER/uber@axis/Ride,200000489,149.00,,-515208.00
20 FEB 2026,20 FEB 2026,BBPS/MOBILE/JIO PREPAID/REF000490,200000490,799.00,,-516007.00
20 FEB 2026,20 FEB 2026,UPI/665544332211/HOTSTAR/hotstar@paytm/Video,200000491,299.00,,-516306.00
20 FEB 2026,20 FEB 2026,POS PURCHASE POS REL MUMBAI 000492,200000492,149.00,,-516455.00
20 FEB 2026,20 FEB 2026,UPI/200000493/MERCHANT/merch@ybl/Payment,200000493,349.00,,-516804.00
20 FEB 2026,20 FEB 2026,UPI/200000494/MERCHANT/merch@ybl/Payment,200000494,799.00,,-517603.00
21 FEB 2026,21 FEB 2026,UPI/200000495/MERCHANT/merch@ybl/Payment,200000495,799.00,,-518402.00
21 FEB 2026,21 FEB 2026,UPI/200000496/MERCHANT/merch@ybl/Payment,200000496,49.00,,-518451.00
21 FEB 2026,21 FEB 2026,UPI/200000497/MERCHANT/merch@ybl/Payment,200000497,299.00,,-518750.00
21 FEB 2026,21 FEB 2026,UPI/200000498/MERCHANT/merch@ybl/Payment,200000498,799.00,,-519549.00
22 FEB 2026,22 FEB 2026,POS PURCHASE POS REL MUMBAI 000499,200000499,299.00,,-519848.00
22 FEB 2026,22 FEB 2026,UPI/200000500/MERCHANT/merch@ybl/Payment,200000500,99.00,,-519947.00
22 FEB 2026,22 FEB 2026,UPI/200000501/MERCHANT/merch@ybl/Payment,200000501,349.00,,-520296.00
22 FEB 2026,22 FEB 2026,UPI/200000502/RAPIDO/rapido@ibl/Ride,200000502,1299.00,,-521595.00
23 FEB 2026,23 FEB 2026,BBPS/MOBILE/JIO PREPAID/REF000503,200000503,299.00,,-521894.00
23 FEB 2026,23 FEB 2026,POS PURCHASE POS IOCL MUMBAI 000504,200000504,2499.00,,-524393.00
23 FEB 2026,23 FEB 2026,POS PURCHASE POS REL MUMBAI 000505,200000505,49.00,,-524442.00
23 FEB 2026,23 FEB 2026,UPI/200000506/MERCHANT/merch@ybl/Payment,200000506,99.00,,-524541.00
24 FEB 2026,24 FEB 2026,POS PURCHASE ECOM MYN MUMBAI 000507,200000507,799.00,,-525340.00
24 FEB 2026,24 FEB 2026,UPI/200000508/Phonepe/Airtel Recharge,200000508,299.00,,-525639.00
24 FEB 2026,24 FEB 2026,UPI/200000509/MERCHANT/merch@ybl/Payment,200000509,349.00,,-525988.00
24 FEB 2026,24 FEB 2026,UPI/200000510/MERCHANT/merch@ybl/Payment,200000510,499.00,,-526487.00
25 FEB 2026,25 FEB 2026,POS PURCHASE POS INOX MUMBAI 000511,200000511,1899.00,,-528386.00
25 FEB 2026,25 FEB 2026,POS PURCHASE POS PVR MUMBAI 000512,200000512,149.00,,-528535.00
25 FEB 2026,25 FEB 2026,BBPS/MOBILE/JIO PREPAID/REF000513,200000513,499.00,,-529034.00
25 FEB 2026,25 FEB 2026,UPI/200000514/VI/vi@ibl/Recharge,200000514,99.00,,-529133.00
26 FEB 2026,26 FEB 2026,POS PURCHASE POS MCD MUMBAI 000515,200000515,99.00,,-529232.00
26 FEB 2026,26 FEB 2026,UPI/200000516/ZOMATO/zomato@ybl/Payment,200000516,249.00,,-529481.00
26 FEB 2026,26 FEB 2026,BBPS/MOBILE/JIO PREPAID/REF000517,200000517,49.00,,-529530.00
26 FEB 2026,26 FEB 2026,UPI/200000518/MERCHANT/merch@ybl/Payment,200000518,1899.00,,-531429.00
27 FEB 2026,27 FEB 2026,POS PURCHASE POS DMART MUMBAI 000519,200000519,49.00,,-531478.00
27 FEB 2026,27 FEB 2026,UPI/200000520/SWIGGY/swiggy@payt/Payment,200000520,1899.00,,-533377.00
27 FEB 2026,27 FEB 2026,UPI/200000521/ZOMATO/zomato@ybl/Payment,200000521,2499.00,,-535876.00
27 FEB 2026,27 FEB 2026,UPI/200000522/UBER/uber@axis/Ride,200000522,199.00,,-536075.00
28 FEB 2026,28 FEB 2026,POS PURCHASE POS DOM MUMBAI 000523,200000523,99.00,,-536174.00
28 FEB 2026,28 FEB 2026,POS PURCHASE POS REL MUMBAI 000524,200000524,499.00,,-536673.00
28 FEB 2026,28 FEB 2026,UPI/200000525/MERCHANT/merch@ybl/Payment,200000525,99.00,,-536772.00
28 FEB 2026,28 FEB 2026,UPI/200000526/RAPIDO/rapido@ibl/Ride,200000526,99.00,,-536871.00
01 MAR 2026,01 MAR 2026,NEFT CR-HDFC0001234-ABC COMPANY LTD-SALARY-200000527,200000527,,85000.00,-451871.00
01 MAR 2026,01 MAR 2026,POS PURCHASE POS BP MUMBAI 000528,200000528,1299.00,,-453170.00
01 MAR 2026,01 MAR 2026,POS PURCHASE POS HP MUMBAI 000529,200000529,49.00,,-453219.00
01 MAR 2026,01 MAR 2026,UPI/200000530/SWIGGY/swiggy@payt/Payment,200000530,349.00,,-453568.00
01 MAR 2026,01 MAR 2026,UPI/200000531/OLA/ola@ybl/Ride,200000531,2499.00,,-456067.00
02 MAR 2026,02 MAR 2026,POS PURCHASE POS DMART MUMBAI 000532,200000532,49.00,,-456116.00
02 MAR 2026,02 MAR 2026,POS PURCHASE POS IOCL MUMBAI 000533,200000533,499.00,,-456615.00
02 MAR 2026,02 MAR 2026,UPI/200000534/RAPIDO/rapido@ibl/Ride,200000534,149.00,,-456764.00
02 MAR 2026,02 MAR 2026,UPI/200000535/RAPIDO/rapido@ibl/Ride,200000535,49.00,,-456813.00
03 MAR 2026,03 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000536,200000536,2499.00,,-459312.00
03 MAR 2026,03 MAR 2026,POS PURCHASE POS FLIP MUMBAI 000537,200000537,149.00,,-459461.00
03 MAR 2026,03 MAR 2026,POS PURCHASE POS REL MUMBAI 000538,200000538,49.00,,-459510.00
03 MAR 2026,03 MAR 2026,UPI/200000539/MERCHANT/merch@ybl/Payment,200000539,349.00,,-459859.00
04 MAR 2026,04 MAR 2026,POS PURCHASE POS IOCL MUMBAI 000540,200000540,299.00,,-460158.00
04 MAR 2026,04 MAR 2026,POS PURCHASE POS KFC MUMBAI 000541,200000541,349.00,,-460507.00
04 MAR 2026,04 MAR 2026,POS PURCHASE POS MCD MUMBAI 000542,200000542,149.00,,-460656.00
04 MAR 2026,04 MAR 2026,UPI/200000543/MERCHANT/merch@ybl/Payment,200000543,349.00,,-461005.00
05 MAR 2026,05 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000544,200000544,49.00,,-461054.00
05 MAR 2026,05 MAR 2026,POS PURCHASE POS CCD MUMBAI 000545,200000545,799.00,,-461853.00
05 MAR 2026,05 MAR 2026,POS PURCHASE POS INOX MUMBAI 000546,200000546,499.00,,-462352.00
05 MAR 2026,05 MAR 2026,NEFT DR-ICIC0005678-LANDLORD RENT-200000547,200000547,18000.00,,-480352.00
05 MAR 2026,05 MAR 2026,UPI/200000548/VI/vi@ibl/Recharge,200000548,499.00,,-480851.00
06 MAR 2026,06 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000549,200000549,2499.00,,-483350.00
06 MAR 2026,06 MAR 2026,POS PURCHASE POS HAL MUMBAI 000550,200000550,199.00,,-483549.00
06 MAR 2026,06 MAR 2026,UPI/200000551/ZOMATO/zomato@ybl/Payment,200000551,1299.00,,-484848.00
06 MAR 2026,06 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000552,200000552,249.00,,-485097.00
07 MAR 2026,07 MAR 2026,POS PURCHASE POS FLIP MUMBAI 000553,200000553,199.00,,-485296.00
07 MAR 2026,07 MAR 2026,POS PURCHASE POS FORTIS MUMBAI 000554,200000554,1899.00,,-487195.00
07 MAR 2026,07 MAR 2026,POS PURCHASE POS HP MUMBAI 000555,200000555,99.00,,-487294.00
07 MAR 2026,07 MAR 2026,UPI/200000556/MERCHANT/merch@ybl/Payment,200000556,2499.00,,-489793.00
08 MAR 2026,08 MAR 2026,BBPS/BROADBAND/ACT FIBERNET/REF000557,200000557,999.00,,-490792.00
08 MAR 2026,08 MAR 2026,POS PURCHASE POS FLIP MUMBAI 000558,200000558,99.00,,-490891.00
08 MAR 2026,08 MAR 2026,POS PURCHASE POS KFC MUMBAI 000559,200000559,299.00,,-491190.00
08 MAR 2026,08 MAR 2026,POS PURCHASE POS REL MUMBAI 000560,200000560,799.00,,-491989.00
08 MAR 2026,08 MAR 2026,POS PURCHASE POS SB MUMBAI 000561,200000561,99.00,,-492088.00
09 MAR 2026,09 MAR 2026,POS PURCHASE POS IOCL MUMBAI 000562,200000562,199.00,,-492287.00
09 MAR 2026,09 MAR 2026,POS PURCHASE POS REL MUMBAI 000563,200000563,799.00,,-493086.00
09 MAR 2026,09 MAR 2026,UPI/200000564/MERCHANT/merch@ybl/Payment,200000564,499.00,,-493585.00
09 MAR 2026,09 MAR 2026,UPI/200000565/MERCHANT/merch@ybl/Payment,200000565,1899.00,,-495484.00
10 MAR 2026,10 MAR 2026,BBPS/ELECTRICITY/ADANI ELECTRICITY MUMBAI/REF000566,200000566,3335.00,,-498819.00
10 MAR 2026,10 MAR 2026,POS PURCHASE POS CCD MUMBAI 000567,200000567,249.00,,-499068.00
10 MAR 2026,10 MAR 2026,POS PURCHASE POS FORTIS MUMBAI 000568,200000568,299.00,,-499367.00
10 MAR 2026,10 MAR 2026,POS PURCHASE POS KFC MUMBAI 000569,200000569,199.00,,-499566.00
10 MAR 2026,10 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000570,200000570,249.00,,-499815.00
11 MAR 2026,11 MAR 2026,POS PURCHASE POS PVR MUMBAI 000571,200000571,49.00,,-499864.00
11 MAR 2026,11 MAR 2026,UPI/200000572/MERCHANT/merch@ybl/Payment,200000572,499.00,,-500363.00
11 MAR 2026,11 MAR 2026,UPI/200000573/SWIGGY/swiggy@payt/Payment,200000573,49.00,,-500412.00
11 MAR 2026,11 MAR 2026,UPI/200000574/OLA/ola@ybl/Ride,200000574,149.00,,-500561.00
12 MAR 2026,12 MAR 2026,POS PURCHASE ECOM MYN MUMBAI 000575,200000575,99.00,,-500660.00
12 MAR 2026,12 MAR 2026,UPI/998877665544/NETFLIX/netflix@icici/Subscription,200000576,499.00,,-501159.00
12 MAR 2026,12 MAR 2026,POS PURCHASE POS HP MUMBAI 000577,200000577,1299.00,,-502458.00
12 MAR 2026,12 MAR 2026,POS PURCHASE POS INOX MUMBAI 000578,200000578,199.00,,-502657.00
12 MAR 2026,12 MAR 2026,UPI/200000579/MERCHANT/merch@ybl/Payment,200000579,49.00,,-502706.00
13 MAR 2026,13 MAR 2026,POS PURCHASE POS APOLLO MUMBAI 000580,200000580,199.00,,-502905.00
13 MAR 2026,13 MAR 2026,POS PURCHASE POS KFC MUMBAI 000581,200000581,99.00,,-503004.00
13 MAR 2026,13 MAR 2026,UPI/200000582/MERCHANT/merch@ybl/Payment,200000582,199.00,,-503203.00
13 MAR 2026,13 MAR 2026,UPI/200000583/MERCHANT/merch@ybl/Payment,200000583,299.00,,-503502.00
14 MAR 2026,14 MAR 2026,POS PURCHASE POS APOLLO MUMBAI 000584,200000584,49.00,,-503551.00
14 MAR 2026,14 MAR 2026,POS PURCHASE POS MCD MUMBAI 000585,200000585,349.00,,-503900.00
14 MAR 2026,14 MAR 2026,POS PURCHASE POS PVR MUMBAI 000586,200000586,349.00,,-504249.00
14 MAR 2026,14 MAR 2026,UPI/200000587/MERCHANT/merch@ybl/Payment,200000587,299.00,,-504548.00
15 MAR 2026,15 MAR 2026,NEFT DR-HDFC0099887-SUSP BENEFICIARY-SUN-200000588,200000588,95000.00,,-599548.00
15 MAR 2026,15 MAR 2026,POS PURCHASE POS DOM MUMBAI 000589,200000589,499.00,,-600047.00
15 MAR 2026,15 MAR 2026,POS PURCHASE POS HAL MUMBAI 000590,200000590,249.00,,-600296.00
15 MAR 2026,15 MAR 2026,POS PURCHASE POS SB MUMBAI 000591,200000591,799.00,,-601095.00
15 MAR 2026,15 MAR 2026,UPI/887766554433/SPOTIFY/spotify@ybl/Music,200000592,119.00,,-601214.00
15 MAR 2026,15 MAR 2026,UPI/200000593/SWIGGY/swiggy@payt/Payment,200000593,49.00,,-601263.00
16 MAR 2026,16 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000594,200000594,349.00,,-601612.00
16 MAR 2026,16 MAR 2026,POS PURCHASE POS CCD MUMBAI 000595,200000595,249.00,,-601861.00
16 MAR 2026,16 MAR 2026,POS PURCHASE POS FLIP MUMBAI 000596,200000596,249.00,,-602110.00
16 MAR 2026,16 MAR 2026,POS PURCHASE POS SB MUMBAI 000597,200000597,349.00,,-602459.00
16 MAR 2026,16 MAR 2026,UPI/200000598/Phonepe/Airtel Recharge,200000598,1899.00,,-604358.00
17 MAR 2026,17 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000599,200000599,1299.00,,-605657.00
17 MAR 2026,17 MAR 2026,POS PURCHASE POS CCD MUMBAI 000600,200000600,499.00,,-606156.00
17 MAR 2026,17 MAR 2026,POS PURCHASE POS FLIP MUMBAI 000601,200000601,99.00,,-606255.00
17 MAR 2026,17 MAR 2026,POS PURCHASE POS FORTIS MUMBAI 000602,200000602,49.00,,-606304.00
18 MAR 2026,18 MAR 2026,POS PURCHASE POS INOX MUMBAI 000603,200000603,149.00,,-606453.00
18 MAR 2026,18 MAR 2026,UPI/776655443322/AMAZON PAY/amazonpay@icici/Prime,200000604,299.00,,-606752.00
18 MAR 2026,18 MAR 2026,UPI/200000605/ZOMATO/zomato@ybl/Payment,200000605,299.00,,-607051.00
18 MAR 2026,18 MAR 2026,UPI/200000606/UBER/uber@axis/Ride,200000606,99.00,,-607150.00
18 MAR 2026,18 MAR 2026,UPI/200000607/VI/vi@ibl/Recharge,200000607,2499.00,,-609649.00
19 MAR 2026,19 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000608,200000608,2499.00,,-612148.00
19 MAR 2026,19 MAR 2026,POS PURCHASE POS SB MUMBAI 000609,200000609,99.00,,-612247.00
19 MAR 2026,19 MAR 2026,UPI/200000610/SWIGGY/swiggy@payt/Payment,200000610,99.00,,-612346.00
19 MAR 2026,19 MAR 2026,UPI/200000611/VI/vi@ibl/Recharge,200000611,99.00,,-612445.00
20 MAR 2026,20 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000612,200000612,799.00,,-613244.00
20 MAR 2026,20 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000613,200000613,799.00,,-614043.00
20 MAR 2026,20 MAR 2026,POS PURCHASE ECOM MYN MUMBAI 000614,200000614,149.00,,-614192.00
20 MAR 2026,20 MAR 2026,UPI/665544332211/HOTSTAR/hotstar@paytm/Video,200000615,299.00,,-614491.00
20 MAR 2026,20 MAR 2026,POS PURCHASE POS HP MUMBAI 000616,200000616,1299.00,,-615790.00
20 MAR 2026,20 MAR 2026,UPI/200000617/ZOMATO/zomato@ybl/Payment,200000617,99.00,,-615889.00
21 MAR 2026,21 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000618,200000618,99.00,,-615988.00
21 MAR 2026,21 MAR 2026,POS PURCHASE POS BP MUMBAI 000619,200000619,349.00,,-616337.00
21 MAR 2026,21 MAR 2026,POS PURCHASE POS PVR MUMBAI 000620,200000620,249.00,,-616586.00
21 MAR 2026,21 MAR 2026,POS PURCHASE POS SB MUMBAI 000621,200000621,349.00,,-616935.00
22 MAR 2026,22 MAR 2026,POS PURCHASE POS APOLLO MUMBAI 000622,200000622,1299.00,,-618234.00
22 MAR 2026,22 MAR 2026,POS PURCHASE POS DOM MUMBAI 000623,200000623,99.00,,-618333.00
22 MAR 2026,22 MAR 2026,POS PURCHASE POS INOX MUMBAI 000624,200000624,249.00,,-618582.00
22 MAR 2026,22 MAR 2026,UPI/200000625/MERCHANT/merch@ybl/Payment,200000625,149.00,,-618731.00
23 MAR 2026,23 MAR 2026,POS PURCHASE ECOM MYN MUMBAI 000626,200000626,799.00,,-619530.00
23 MAR 2026,23 MAR 2026,POS PURCHASE POS APOLLO MUMBAI 000627,200000627,499.00,,-620029.00
23 MAR 2026,23 MAR 2026,POS PURCHASE POS CCD MUMBAI 000628,200000628,99.00,,-620128.00
23 MAR 2026,23 MAR 2026,UPI/200000629/MERCHANT/merch@ybl/Payment,200000629,49.00,,-620177.00
24 MAR 2026,24 MAR 2026,POS PURCHASE ECOM MYN MUMBAI 000630,200000630,149.00,,-620326.00
24 MAR 2026,24 MAR 2026,POS PURCHASE POS IOCL MUMBAI 000631,200000631,49.00,,-620375.00
24 MAR 2026,24 MAR 2026,UPI/200000632/MERCHANT/merch@ybl/Payment,200000632,299.00,,-620674.00
24 MAR 2026,24 MAR 2026,UPI/200000633/RAPIDO/rapido@ibl/Ride,200000633,349.00,,-621023.00
25 MAR 2026,25 MAR 2026,POS PURCHASE POS SB MUMBAI 000634,200000634,2499.00,,-623522.00
25 MAR 2026,25 MAR 2026,UPI/200000635/MERCHANT/merch@ybl/Payment,200000635,49.00,,-623571.00
25 MAR 2026,25 MAR 2026,UPI/200000636/ZOMATO/zomato@ybl/Payment,200000636,199.00,,-623770.00
25 MAR 2026,25 MAR 2026,UPI/200000637/MERCHANT/merch@ybl/Payment,200000637,99.00,,-623869.00
25 MAR 2026,25 MAR 2026,UPI/200000638/RAPIDO/rapido@ibl/Ride,200000638,299.00,,-624168.00
26 MAR 2026,26 MAR 2026,POS PURCHASE POS APOLLO MUMBAI 000639,200000639,1299.00,,-625467.00
26 MAR 2026,26 MAR 2026,POS PURCHASE POS FLIP MUMBAI 000640,200000640,499.00,,-625966.00
26 MAR 2026,26 MAR 2026,POS PURCHASE POS HAL MUMBAI 000641,200000641,199.00,,-626165.00
26 MAR 2026,26 MAR 2026,UPI/200000642/VI/vi@ibl/Recharge,200000642,199.00,,-626364.00
27 MAR 2026,27 MAR 2026,POS PURCHASE POS DMART MUMBAI 000643,200000643,349.00,,-626713.00
27 MAR 2026,27 MAR 2026,POS PURCHASE POS SB MUMBAI 000644,200000644,299.00,,-627012.00
27 MAR 2026,27 MAR 2026,UPI/200000645/Phonepe/Airtel Recharge,200000645,349.00,,-627361.00
27 MAR 2026,27 MAR 2026,UPI/200000646/SWIGGY/swiggy@payt/Payment,200000646,149.00,,-627510.00
28 MAR 2026,28 MAR 2026,POS PURCHASE FOREX LOAD SINGAPORE 887766,200000647,41000.00,,-668510.00
28 MAR 2026,28 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000648,200000648,1899.00,,-670409.00
28 MAR 2026,28 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000649,200000649,1899.00,,-672308.00
28 MAR 2026,28 MAR 2026,POS PURCHASE POS KFC MUMBAI 000650,200000650,499.00,,-672807.00
28 MAR 2026,28 MAR 2026,UPI/200000651/UBER/uber@axis/Ride,200000651,299.00,,-673106.00
29 MAR 2026,29 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000652,200000652,199.00,,-673305.00
29 MAR 2026,29 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000653,200000653,49.00,,-673354.00
29 MAR 2026,29 MAR 2026,POS PURCHASE POS FORTIS MUMBAI 000654,200000654,49.00,,-673403.00
29 MAR 2026,29 MAR 2026,POS PURCHASE POS REL MUMBAI 000655,200000655,499.00,,-673902.00
29 MAR 2026,29 MAR 2026,UPI/200000656/MERCHANT/merch@ybl/Payment,200000656,799.00,,-674701.00
30 MAR 2026,30 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000657,200000657,199.00,,-674900.00
30 MAR 2026,30 MAR 2026,POS PURCHASE POS APOLLO MUMBAI 000658,200000658,799.00,,-675699.00
30 MAR 2026,30 MAR 2026,UPI/200000659/SWIGGY/swiggy@payt/Payment,200000659,99.00,,-675798.00
30 MAR 2026,30 MAR 2026,UPI/200000660/VI/vi@ibl/Recharge,200000660,299.00,,-676097.00
31 MAR 2026,31 MAR 2026,BBPS/MOBILE/JIO PREPAID/REF000661,200000661,199.00,,-676296.00
31 MAR 2026,31 MAR 2026,POS PURCHASE POS MCD MUMBAI 000662,200000662,2499.00,,-678795.00
31 MAR 2026,31 MAR 2026,POS PURCHASE POS PVR MUMBAI 000663,200000663,49.00,,-678844.00
31 MAR 2026,31 MAR 2026,UPI/200000664/MERCHANT/merch@ybl/Payment,200000664,1899.00,,-680743.00
01 APR 2026,01 APR 2026,NEFT CR-HDFC0001234-ABC COMPANY LTD-SALARY-200000665,200000665,,85000.00,-595743.00
01 APR 2026,01 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000666,200000666,2499.00,,-598242.00
01 APR 2026,01 APR 2026,POS PURCHASE POS KFC MUMBAI 000667,200000667,249.00,,-598491.00
01 APR 2026,01 APR 2026,UPI/200000668/MERCHANT/merch@ybl/Payment,200000668,49.00,,-598540.00
01 APR 2026,01 APR 2026,UPI/200000669/MERCHANT/merch@ybl/Payment,200000669,799.00,,-599339.00
02 APR 2026,02 APR 2026,POS PURCHASE DUPLICATE MERCHANT MUMBAI 000670,200000670,2500.00,,-601839.00
02 APR 2026,02 APR 2026,POS PURCHASE DUPLICATE MERCHANT MUMBAI 000671,200000671,2500.00,,-604339.00
02 APR 2026,02 APR 2026,POS PURCHASE POS APOLLO MUMBAI 000672,200000672,99.00,,-604438.00
02 APR 2026,02 APR 2026,POS PURCHASE POS DOM MUMBAI 000673,200000673,349.00,,-604787.00
02 APR 2026,02 APR 2026,POS PURCHASE POS INOX MUMBAI 000674,200000674,299.00,,-605086.00
02 APR 2026,02 APR 2026,UPI/200000675/MERCHANT/merch@ybl/Payment,200000675,249.00,,-605335.00
03 APR 2026,03 APR 2026,POS PURCHASE POS IOCL MUMBAI 000676,200000676,2499.00,,-607834.00
03 APR 2026,03 APR 2026,POS PURCHASE POS KFC MUMBAI 000677,200000677,1899.00,,-609733.00
03 APR 2026,03 APR 2026,UPI/200000678/SWIGGY/swiggy@payt/Payment,200000678,2499.00,,-612232.00
03 APR 2026,03 APR 2026,UPI/200000679/UBER/uber@axis/Ride,200000679,349.00,,-612581.00
04 APR 2026,04 APR 2026,POS PURCHASE POS BP MUMBAI 000680,200000680,349.00,,-612930.00
04 APR 2026,04 APR 2026,POS PURCHASE POS FLIP MUMBAI 000681,200000681,149.00,,-613079.00
04 APR 2026,04 APR 2026,POS PURCHASE POS FORTIS MUMBAI 000682,200000682,349.00,,-613428.00
04 APR 2026,04 APR 2026,POS PURCHASE POS PVR MUMBAI 000683,200000683,349.00,,-613777.00
05 APR 2026,05 APR 2026,POS PURCHASE POS CCD MUMBAI 000684,200000684,149.00,,-613926.00
05 APR 2026,05 APR 2026,POS PURCHASE POS KFC MUMBAI 000685,200000685,1899.00,,-615825.00
05 APR 2026,05 APR 2026,NEFT DR-ICIC0005678-LANDLORD RENT-200000686,200000686,18000.00,,-633825.00
05 APR 2026,05 APR 2026,UPI/200000687/RAPIDO/rapido@ibl/Ride,200000687,99.00,,-633924.00
05 APR 2026,05 APR 2026,UPI/200000688/VI/vi@ibl/Recharge,200000688,299.00,,-634223.00
06 APR 2026,06 APR 2026,POS PURCHASE ECOM MYN MUMBAI 000689,200000689,149.00,,-634372.00
06 APR 2026,06 APR 2026,POS PURCHASE POS HAL MUMBAI 000690,200000690,799.00,,-635171.00
06 APR 2026,06 APR 2026,UPI/200000691/MERCHANT/merch@ybl/Payment,200000691,499.00,,-635670.00
06 APR 2026,06 APR 2026,UPI/200000692/UBER/uber@axis/Ride,200000692,49.00,,-635719.00
07 APR 2026,07 APR 2026,POS PURCHASE POS FORTIS MUMBAI 000693,200000693,149.00,,-635868.00
07 APR 2026,07 APR 2026,POS PURCHASE POS KFC MUMBAI 000694,200000694,2499.00,,-638367.00
07 APR 2026,07 APR 2026,POS PURCHASE POS PVR MUMBAI 000695,200000695,49.00,,-638416.00
07 APR 2026,07 APR 2026,UPI/200000696/ZOMATO/zomato@ybl/Payment,200000696,199.00,,-638615.00
08 APR 2026,08 APR 2026,BBPS/BROADBAND/ACT FIBERNET/REF000697,200000697,999.00,,-639614.00
08 APR 2026,08 APR 2026,POS PURCHASE POS FLIP MUMBAI 000698,200000698,99.00,,-639713.00
08 APR 2026,08 APR 2026,POS PURCHASE POS KFC MUMBAI 000699,200000699,349.00,,-640062.00
08 APR 2026,08 APR 2026,UPI/200000700/MERCHANT/merch@ybl/Payment,200000700,149.00,,-640211.00
08 APR 2026,08 APR 2026,UPI/200000701/SWIGGY/swiggy@payt/Payment,200000701,799.00,,-641010.00
08 APR 2026,08 APR 2026,UPI/200000702/UBER/uber@axis/Ride,200000702,1299.00,,-642309.00
09 APR 2026,09 APR 2026,POS PURCHASE POS DMART MUMBAI 000703,200000703,199.00,,-642508.00
09 APR 2026,09 APR 2026,POS PURCHASE POS MCD MUMBAI 000704,200000704,2499.00,,-645007.00
09 APR 2026,09 APR 2026,UPI/200000705/MERCHANT/merch@ybl/Payment,200000705,149.00,,-645156.00
09 APR 2026,09 APR 2026,UPI/200000706/RAPIDO/rapido@ibl/Ride,200000706,499.00,,-645655.00
10 APR 2026,10 APR 2026,UPI/667788990010/SWIGGY/swiggy@payt/Food Order,200000707,120.00,,-645775.00
10 APR 2026,10 APR 2026,UPI/667788990011/SWIGGY/swiggy@payt/Food Order,200000708,137.00,,-645912.00
10 APR 2026,10 APR 2026,UPI/667788990012/SWIGGY/swiggy@payt/Food Order,200000709,154.00,,-646066.00
10 APR 2026,10 APR 2026,UPI/667788990013/SWIGGY/swiggy@payt/Food Order,200000710,171.00,,-646237.00
10 APR 2026,10 APR 2026,UPI/667788990014/SWIGGY/swiggy@payt/Food Order,200000711,188.00,,-646425.00
10 APR 2026,10 APR 2026,POS PURCHASE ECOM MYN MUMBAI 000712,200000712,1299.00,,-647724.00
10 APR 2026,10 APR 2026,BBPS/ELECTRICITY/ADANI ELECTRICITY MUMBAI/REF000713,200000713,3444.00,,-651168.00
10 APR 2026,10 APR 2026,POS PURCHASE POS HAL MUMBAI 000714,200000714,49.00,,-651217.00
10 APR 2026,10 APR 2026,UPI/200000715/MERCHANT/merch@ybl/Payment,200000715,2499.00,,-653716.00
10 APR 2026,10 APR 2026,UPI/200000716/OLA/ola@ybl/Ride,200000716,99.00,,-653815.00
11 APR 2026,11 APR 2026,POS PURCHASE POS DOM MUMBAI 000717,200000717,49.00,,-653864.00
11 APR 2026,11 APR 2026,POS PURCHASE POS HP MUMBAI 000718,200000718,99.00,,-653963.00
11 APR 2026,11 APR 2026,POS PURCHASE POS MCD MUMBAI 000719,200000719,2499.00,,-656462.00
11 APR 2026,11 APR 2026,UPI/200000720/MERCHANT/merch@ybl/Payment,200000720,2499.00,,-658961.00
12 APR 2026,12 APR 2026,UPI/998877665544/NETFLIX/netflix@icici/Subscription,200000721,499.00,,-659460.00
12 APR 2026,12 APR 2026,POS PURCHASE POS APOLLO MUMBAI 000722,200000722,199.00,,-659659.00
12 APR 2026,12 APR 2026,POS PURCHASE POS DMART MUMBAI 000723,200000723,299.00,,-659958.00
